Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Platform_Family
Summon Night 6: Lost Borders,PSV,2016,Action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,PlayStation
Tenchi Muyou! Ryoukouki Gokuraku,SAT,1995,Adventure,Yumedia,0.0,0.0,0.06,0.0,0.06,Sega
Kelly Slater's Pro Surfer,GC,2002,Sports,Activision,0.05,0.01,0.0,0.0,0.06,Nintendo
Jacqueline Wilson's Tracy Beaker: The Game,DS,2009,Misc,P2 Games,0.0,0.05,0.0,0.0,0.06,Nintendo
Sacred 3,X360,2014,Role-Playing,Deep Silver,0.03,0.03,0.0,0.01,0.06,Xbox
I Am In The Movie,PSP,2012,Simulation,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,PlayStation
Doraemon: Nobita no Uchuu Eiyuuki,3DS,2015,Action,FuRyu,0.0,0.0,0.06,0.0,0.06,Nintendo
Trapt,PS2,2005,Action,Tecmo Koei,0.03,0.02,0.0,0.01,0.06,PlayStation
Jewel Legends: Tree of Life,DS,2011,Puzzle,Rising Star Games,0.0,0.05,0.0,0.01,0.06,Nintendo
Splat Renegade Paintball,XB,2005,Sports,Take-Two Interactive,0.04,0.01,0.0,0.0,0.06,Xbox
Zendoku,DS,2007,Puzzle,Eidos Interactive,0.05,0.0,0.0,0.0,0.06,Nintendo
Metal Max 4: Gekkou no Diva,3DS,2013,Role-Playing,Kadokawa Shoten,0.0,0.0,0.06,0.0,0.06,Nintendo
Jumper: Griffin's Story,X360,2008,Action,Eidos Interactive,0.05,0.0,0.0,0.0,0.06,Xbox
Worms 3D,XB,2003,Strategy,Sega,0.04,0.01,0.0,0.0,0.06,Xbox
pro evolution soccer 2011,PC,2010,Sports,Konami Digital Entertainment,0.0,0.05,0.0,0.01,0.06,PC
Crazy Chicken: Pharaoh's Treasure,DS,2007,Puzzle,Phenomedia,0.05,0.0,0.0,0.0,0.06,Nintendo
Arcana Heart 3,PSV,2014,Fighting,Arc System Works,0.03,0.0,0.02,0.01,0.06,PlayStation
Magi: Aratanaru Sekai,3DS,2014,Role-Playing,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,Nintendo
PoPoLoCrois,PSP,2005,Role-Playing,Ignition Entertainment,0.05,0.0,0.0,0.0,0.06,PlayStation
Mahouka Koukou no Rettousei: Out of Order,PSV,2014,Adventure,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,PlayStation
Dragon Rage,PS2,2001,Shooter,3DO,0.03,0.02,0.0,0.01,0.06,PlayStation
Lord of Magna: Maiden Heaven,3DS,2014,Role-Playing,Marvelous Entertainment,0.0,0.0,0.06,0.0,0.06,Nintendo
Dig Dug: Digging Strike,DS,2005,Puzzle,Atari,0.05,0.0,0.0,0.0,0.06,Nintendo
Dance Sensation!,Wii,2010,Misc,Majesco Entertainment,0.06,0.0,0.0,0.0,0.06,Nintendo
Brave: A Warrior's Tale,Wii,2009,Action,SouthPeak Games,0.05,0.0,0.0,0.0,0.06,Nintendo
Ansatsu Kyoushitsu: Assassin Ikusei Keikaku!!,3DS,2016,Action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,Nintendo
Raw Danger! (JP sales),PS2,2006,Action,505 Games,0.0,0.0,0.06,0.0,0.06,PlayStation
Archer Maclean Presents: Pool Paradise,PS2,2004,Sports,Ignition Entertainment,0.03,0.02,0.0,0.01,0.06,PlayStation
Tabi no Yubisashi Kaiwachou DS: DS Series 3 Kankoku,DS,2006,Misc,Nintendo,0.0,0.0,0.06,0.0,0.06,Nintendo
Winx Club: Mission Enchantix,DS,2008,Adventure,Konami Digital Entertainment,0.03,0.02,0.0,0.0,0.06,Nintendo
Petz Bunnyz Bunch,DS,2011,Simulation,Ubisoft,0.05,0.0,0.0,0.0,0.06,Nintendo
S.T.A.L.K.E.R.: Shadow of Chernobyl,PC,2007,Shooter,THQ,0.01,0.04,0.0,0.01,0.06,PC
Backyard Skateboarding 2006,GBA,2004,Sports,Atari,0.04,0.02,0.0,0.0,0.06,Nintendo
Tron 2.0: Killer App,XB,2004,Action,Disney Interactive Studios,0.04,0.01,0.0,0.0,0.06,Xbox
Steins;Gate: Hiyoku Renri no Darling,PSP,2012,Action,5pb,0.0,0.0,0.06,0.0,0.06,PlayStation
Gegege no Kitarou: Youkai Daigekisen,DS,2008,Action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,Nintendo
Emblem of Gundam,DS,2008,Strategy,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,Nintendo
The Fast and the Furious,PS2,2006,Racing,Namco Bandai Games,0.03,0.02,0.0,0.01,0.06,PlayStation
Gem Smashers,Wii,2011,Platform,Crave Entertainment,0.05,0.0,0.0,0.0,0.06,Nintendo
Super Robot Wars OG: The Moon Dwellers,PS3,2016,Misc,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,PlayStation
G-Police: Weapons of Justice,PS,1999,Action,Psygnosis,0.03,0.02,0.0,0.0,0.06,PlayStation
Killing Zone,PS,1996,Fighting,Acclaim Entertainment,0.03,0.02,0.0,0.0,0.06,PlayStation
All Kamen Rider: Rider Generation 2,PSP,2012,Action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,PlayStation
Policenauts,3DO,1995,Adventure,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06,Other
Adventures of Lolo,NES,1989,Puzzle,HAL Laboratory,0.06,0.0,0.0,0.0,0.06,Nintendo
Quiz! Hexagon II,DS,2010,Misc,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,Nintendo
Game of Thrones (Telltale),PS3,2015,Adventure,Telltale Games,0.02,0.03,0.0,0.01,0.06,PlayStation
Call of Duty: The War Collection,X360,2010,Shooter,Activision,0.05,0.0,0.0,0.0,0.06,Xbox
Warriors Orochi 2,X360,2008,Action,Tecmo Koei,0.04,0.0,0.01,0.0,0.06,Xbox
The History Channel: Battle for the Pacific,X360,2007,Shooter,Activision,0.05,0.0,0.0,0.0,0.06,Xbox
Racing Gears Advance,GBA,2004,Racing,Zoo Digital Publishing,0.04,0.02,0.0,0.0,0.06,Nintendo
Jewel Master: Cradle of Persia,DS,2012,Puzzle,Rising Star Games,0.0,0.05,0.0,0.01,0.06,Nintendo
Project Setsuna,PS4,2016,Role-Playing,Square Enix,0.0,0.0,0.06,0.0,0.06,PlayStation
Syphon Filter: Logan's Shadow,PS2,2010,Shooter,Sony Computer Entertainment,0.03,0.02,0.0,0.01,0.06,PlayStation
NTRA Breeders' Cup World Thoroughbred Championships,XB,2005,Simulation,Bethesda Softworks,0.04,0.01,0.0,0.0,0.06,Xbox
Tiger Woods PGA Tour 08,DS,2007,Sports,Electronic Arts,0.05,0.0,0.0,0.0,0.06,Nintendo
Daito Giken Koushiki Pachi-Slot Simulator: Shin Yoshimune,PS2,2008,Misc,Paon,0.0,0.0,0.06,0.0,0.06,PlayStation
Tanjou S Debut,SAT,1996,Simulation,NEC Interchannel,0.0,0.0,0.06,0.0,0.06,Sega
Nendoroid Generation,PSP,2012,Role-Playing,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,PlayStation
Brave: A Warrior's Tale,X360,2009,Action,SouthPeak Games,0.05,0.01,0.0,0.0,0.06,Xbox
Pop'n TwinBee: Rainbow Bell Adventure,SNES,1993,Platform,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06,Nintendo
Honeycomb Beat,DS,2006,Puzzle,Konami Digital Entertainment,0.05,0.0,0.0,0.0,0.06,Nintendo
Broken Helix,PS,1997,Action,Konami Digital Entertainment,0.03,0.02,0.0,0.0,0.06,PlayStation
The Saboteur,PC,2009,Action,Electronic Arts,0.0,0.05,0.0,0.01,0.06,PC
Katekyoo Hitman Reborn! DS Fate of Heat III - Yuki no Shugosha Raishuu!,DS,2010,Role-Playing,Marvelous Interactive,0.0,0.0,0.06,0.0,0.06,Nintendo
Myst III: Exile,XB,2002,Adventure,Ubisoft,0.04,0.01,0.0,0.0,0.06,Xbox
Warriors: Legends of Troy,X360,2011,Action,Tecmo Koei,0.0,0.04,0.01,0.01,0.06,Xbox
Hajime no Ippo Portable: Victorious Spirits,PSP,2007,Fighting,Grand Prix Games,0.0,0.0,0.06,0.0,0.06,PlayStation
Nanostray,DS,2005,Shooter,Majesco Entertainment,0.05,0.0,0.0,0.0,0.06,Nintendo
CMT Presents: Karaoke Revolution Country,PS2,2006,Misc,Konami Digital Entertainment,0.03,0.02,0.0,0.01,0.06,PlayStation
Katekyoo Hitman Reborn! DS: Flame Rumble Mukuro Kyoushuu,DS,2007,Fighting,Takara Tomy,0.0,0.0,0.06,0.0,0.06,Nintendo
Cid to Chocobo no Fushigi na Dungeon: Toki Wasure no Meikyuu DS+,DS,2008,Role-Playing,Square Enix,0.0,0.0,0.06,0.0,0.06,Nintendo
Vitamin X to Z,PSP,2011,Adventure,D3Publisher,0.0,0.0,0.06,0.0,0.06,PlayStation
Fatal Frame,XB,2002,Action,Tecmo Koei,0.04,0.01,0.0,0.0,0.06,Xbox
Tom Clancy's Ghost Recon: Advanced Warfighter,PS2,2006,Shooter,Ubisoft,0.03,0.02,0.0,0.01,0.06,PlayStation
Urban Chaos: Riot Response,PS2,2006,Shooter,Eidos Interactive,0.03,0.02,0.0,0.01,0.06,PlayStation
Generation of Chaos,PSP,2005,Role-Playing,Midas Interactive Entertainment,0.05,0.0,0.0,0.0,0.06,PlayStation
Teenage Mutant Ninja Turtles II: Back from the Sewers,GB,1991,Action,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06,Nintendo
Gormiti: The Lords of Nature!,DS,2010,Adventure,Konami Digital Entertainment,0.05,0.0,0.0,0.0,0.06,Nintendo
The Sims 2: University,PC,2005,Simulation,Electronic Arts,0.01,0.04,0.0,0.01,0.06,PC
Pucca Power Up,DS,2011,Platform,Rising Star Games,0.04,0.02,0.0,0.0,0.06,Nintendo
Resident Evil 2,GC,2003,Action,Capcom,0.04,0.01,0.0,0.0,0.06,Nintendo
MLB Power Pros 2008,DS,2008,Sports,Take-Two Interactive,0.05,0.0,0.0,0.0,0.06,Nintendo
Real Soccer 2009,DS,2008,Sports,Ubisoft,0.05,0.0,0.0,0.0,0.06,Nintendo
World Championship Athletics,Wii,2009,Sports,DTP Entertainment,0.04,0.01,0.0,0.0,0.06,Nintendo
The Amazing Spider-Man 2 (2014),WiiU,2014,Action,Activision,0.03,0.02,0.0,0.0,0.06,Nintendo
Yomawari,PSV,2015,Adventure,Nippon Ichi Software,0.0,0.0,0.06,0.0,0.06,PlayStation
Real Bout Garou Densetsu Special: Dominated Mind,PS,1998,Fighting,SNK,0.0,0.0,0.05,0.0,0.06,PlayStation
Jumble Madness,DS,2009,Puzzle,Destineer,0.06,0.0,0.0,0.0,0.06,Nintendo
Vampire Rain: Altered Species,PS3,2008,Action,Ignition Entertainment,0.05,0.0,0.0,0.0,0.06,PlayStation
Sumikko Gurashi: Mura o Tsukurundesu,3DS,2016,Misc,Nippon Columbia,0.0,0.0,0.06,0.0,0.06,Nintendo
Harry Potter and the Sorcerer's Stone,PC,2001,Action,Electronic Arts,0.01,0.04,0.0,0.01,0.06,PC
Minna no Sukkiri,PSP,2009,Sports,Sony Computer Entertainment,0.0,0.0,0.06,0.0,0.06,PlayStation
Scurge: Hive,DS,2006,Action,SouthPeak Games,0.05,0.0,0.0,0.0,0.06,Nintendo
Catwoman,XB,2004,Action,Electronic Arts,0.04,0.01,0.0,0.0,0.06,Xbox
Murdered: Soul Suspect,PC,2014,Action,Square Enix,0.0,0.05,0.0,0.01,0.06,PC
Romance of the Three Kingdoms 13,PS4,2015,Action,Tecmo Koei,0.01,0.0,0.05,0.0,0.06,PlayStation
Noddy in Toyland,DS,2011,Misc,GSP,0.0,0.05,0.0,0.01,0.06,Nintendo
Aquarium by DS,DS,2008,Simulation,Mercury Games,0.05,0.0,0.0,0.0,0.06,Nintendo
Utawarerumono: Itsuwari no Kamen,PS4,2015,Adventure,Aqua Plus,0.0,0.0,0.06,0.0,0.06,PlayStation
Ride to Hell,X360,2013,Racing,Deep Silver,0.04,0.01,0.0,0.0,0.06,Xbox
Burning Rangers,SAT,1998,Platform,Sega,0.0,0.0,0.06,0.0,0.06,Sega
Mana Khemia: Alchemists of Al-Revis,PS2,2007,Role-Playing,Nippon Ichi Software,0.03,0.02,0.0,0.01,0.06,PlayStation
Katekyoo Hitman Reborn! DS Flame Rumble XX - Kessen! Shin 6 Chouka,DS,2010,Action,Takara Tomy,0.0,0.0,0.06,0.0,0.06,Nintendo
Interplay Sports Baseball 2000,PS,1999,Sports,Interplay,0.03,0.02,0.0,0.0,0.06,PlayStation
Zone of the Enders: The Fist of Mars,GBA,2001,Role-Playing,Konami Digital Entertainment,0.04,0.02,0.0,0.0,0.06,Nintendo
Animorphs: Shattered Reality,PS,2000,Action,Infogrames,0.03,0.02,0.0,0.0,0.06,PlayStation
Teenage Mutant Ninja Turtles: Tournament Fighters,SNES,1992,Fighting,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06,Nintendo
Eikan wa Kimini 2002: Koshien no Kodou,PS2,2002,Sports,DigiCube,0.0,0.0,0.06,0.0,0.06,PlayStation
PopStar Guitar,Wii,2008,Misc,Midway Games,0.03,0.03,0.0,0.01,0.06,Nintendo
Mirror's Edge,PC,2009,Platform,Electronic Arts,0.0,0.05,0.0,0.01,0.06,PC
Blade Dancer: Lineage of Light,PSP,2006,Role-Playing,Atari,0.05,0.0,0.0,0.0,0.06,PlayStation
Terminator 3: Rise of the Machines,GBA,2003,Action,Atari,0.04,0.02,0.0,0.0,0.06,Nintendo
Jissen Pachislot Hisshouhou! Hokuto no Ken Portable SE,PSP,2006,Misc,Sega,0.0,0.0,0.06,0.0,0.06,PlayStation
Mayhem 3D,PS3,2011,Racing,Evolved Games,0.05,0.0,0.0,0.01,0.06,PlayStation
G1 Jockey 2,PS2,2000,Sports,Tecmo Koei,0.0,0.0,0.06,0.0,0.06,PlayStation
Constantine,XB,2005,Action,SCi,0.04,0.01,0.0,0.0,0.06,Xbox
Chaos Rings III,PSV,2014,Role-Playing,Square Enix,0.0,0.0,0.06,0.0,0.06,PlayStation
Tom Clancy's Splinter Cell: Double Agent,GC,2006,Action,Ubisoft,0.04,0.01,0.0,0.0,0.06,Nintendo
Senritsu no Stratus,PSP,2011,Role-Playing,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06,PlayStation
Katekyoo Hitman Reborn! DS Flame Rumble X - Mirai Chou-Bakuhatsu!!,DS,2009,Fighting,Takara Tomy,0.0,0.0,0.06,0.0,0.06,Nintendo
Rhapsody: A Musical Adventure,DS,2008,Role-Playing,Nippon Ichi Software,0.05,0.0,0.0,0.0,0.06,Nintendo
Titan Quest,PC,2006,Role-Playing,THQ,0.01,0.04,0.0,0.01,0.06,PC
Wantame Fortune Channel,DS,2007,Misc,Capcom,0.0,0.0,0.06,0.0,0.06,Nintendo
Evangelion: Jo,PSP,2009,Action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,PlayStation
Bleach: Blade Battlers 2nd,PS2,2007,Fighting,Sony Computer Entertainment,0.0,0.0,0.06,0.0,0.06,PlayStation
Samurai Jack: The Shadow of Aku,PS2,2004,Action,Sega,0.03,0.02,0.0,0.01,0.06,PlayStation
Kamen Rider Kabuto,PS2,2006,Action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,PlayStation
Men in Black The Series: Crashdown,PS,2001,Shooter,Infogrames,0.03,0.02,0.0,0.0,0.06,PlayStation
Zero Divide,PS,1995,Fighting,Ocean,0.03,0.02,0.0,0.0,0.06,PlayStation
FIFA Street,GC,2005,Sports,Electronic Arts,0.04,0.01,0.0,0.0,0.06,Nintendo
Tsugunai: Atonement,PS2,2001,Role-Playing,Sony Computer Entertainment,0.02,0.01,0.02,0.0,0.06,PlayStation
Rugby World Cup 2015,PS4,2015,Sports,Ubisoft,0.0,0.05,0.0,0.01,0.06,PlayStation
Lost Kingdoms II,GC,2003,Role-Playing,Activision,0.04,0.01,0.0,0.0,0.06,Nintendo
Aggressive Inline,GC,2002,Sports,Acclaim Entertainment,0.04,0.01,0.0,0.0,0.06,Nintendo
Nights of Azure,PS4,2015,Action,Tecmo Koei,0.03,0.02,0.0,0.01,0.06,PlayStation
Dungeon Keeper 2,PC,1999,Action,Electronic Arts,0.0,0.05,0.0,0.01,0.06,PC
Viewtiful Joe: Red Hot Rumble,GC,2005,Action,Capcom,0.04,0.01,0.0,0.0,0.06,Nintendo
The Lord of the Rings: The Battle for Middle-Earth II,X360,2006,Strategy,Electronic Arts,0.0,0.05,0.0,0.01,0.06,Xbox
Kaite Shabette Hajimeyou! Monster Farm DS,DS,2007,Role-Playing,Tecmo Koei,0.0,0.0,0.06,0.0,0.06,Nintendo
Dungeon Explorer: Warriors of Ancient Arts,DS,2007,Role-Playing,Rising Star Games,0.05,0.0,0.0,0.0,0.06,Nintendo
Pro Yaky? Spirits 2012,PSV,2012,Sports,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06,PlayStation
Samurai Warriors 4: Empires,PS3,2015,Action,Tecmo Koei,0.0,0.0,0.06,0.0,0.06,PlayStation
Point Blank DS (US sales),DS,2006,Shooter,Atari,0.05,0.0,0.0,0.0,0.06,Nintendo
FIFA Soccer 06,DS,2005,Sports,Electronic Arts,0.05,0.0,0.0,0.0,0.06,Nintendo
SD Gundam G Generation Wars,Wii,2009,Strategy,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,Nintendo
Broken Sword II: The Smoking Mirror,PS,1997,Adventure,Sony Computer Entertainment,0.03,0.02,0.0,0.0,0.06,PlayStation
Pump It Up: Exceed,PS2,2005,Misc,Mastiff,0.03,0.02,0.0,0.01,0.06,PlayStation
Hakuouki: Yuugi Roku Ni - Matsuri Hayashi to Taishitachi,PSP,2012,Action,Idea Factory,0.0,0.0,0.06,0.0,0.06,PlayStation
Wreckless: ThE YaKuza MisSiOns,GC,2002,Racing,Activision,0.04,0.01,0.0,0.0,0.06,Nintendo
Doki-Doki Universe,PSV,2013,Adventure,Sony Computer Entertainment,0.01,0.04,0.0,0.01,0.06,PlayStation
"Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 11: Shinseiki Evangelion - Magokoro o, Kimi ni",PS2,2007,Misc,D3Publisher,0.0,0.0,0.06,0.0,0.06,PlayStation
TOCA Race Driver 2: Ultimate Racing Simulator,PS2,2004,Racing,Codemasters,0.03,0.02,0.0,0.01,0.06,PlayStation
Girls RPG: Cinderellife,3DS,2012,Role-Playing,Level 5,0.0,0.0,0.06,0.0,0.06,Nintendo
Dr. Muto,XB,2002,Platform,Midway Games,0.04,0.01,0.0,0.0,0.06,Xbox
Gothic 3,PC,2006,Role-Playing,JoWood Productions,0.0,0.05,0.0,0.01,0.06,PC
Tokyo Twilight Ghost Hunters,PS3,2014,Role-Playing,Aksys Games,0.03,0.0,0.02,0.01,0.06,PlayStation
Scrabble Blast!,GBA,2005,Misc,Zoo Digital Publishing,0.04,0.01,0.0,0.0,0.06,Nintendo
Dino Pets,DS,2009,Simulation,Avanquest,0.05,0.0,0.0,0.0,0.06,Nintendo
Fate/Stay Night [Réalta Nua],PSV,2012,Adventure,Kadokawa Shoten,0.0,0.0,0.06,0.0,0.06,PlayStation
The Mysterious Case of Dr. Jekyll and Mr. Hyde,DS,2010,Adventure,O-Games,0.02,0.03,0.0,0.01,0.06,Nintendo
Gintama no Sugoroku,PSP,2013,Action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,PlayStation
Kid Fit Island Resort,Wii,2010,Sports,Avanquest,0.05,0.0,0.0,0.0,0.06,Nintendo
The Lord of the Rings: Aragorn's Quest,PS2,2010,Action,Warner Bros. Interactive Entertainment,0.03,0.02,0.0,0.01,0.06,PlayStation
Roogoo Twisted Towers,Wii,2009,Puzzle,SouthPeak Games,0.05,0.0,0.0,0.0,0.06,Nintendo
Doraemon 4: Nobita to Toki no Okoku,SNES,1995,Platform,Epoch,0.0,0.0,0.06,0.0,0.06,Nintendo
Myst,SAT,1994,Adventure,Sunsoft,0.0,0.0,0.06,0.0,0.06,Sega
F1 2010,PC,2010,Racing,Codemasters,0.0,0.05,0.0,0.01,0.06,PC
Toaru Kagaku no Chou Denjihou,PSP,2011,Adventure,Kadokawa Shoten,0.0,0.0,0.06,0.0,0.06,PlayStation
Starwinder: The Ultimate Space Race,PS,1996,Racing,Mindscape,0.03,0.02,0.0,0.0,0.06,PlayStation
The Lost Chronicles of Zerzura,PC,2012,Adventure,DTP Entertainment,0.0,0.05,0.0,0.01,0.06,PC
Ski Region Simulator,PC,2011,Simulation,Excalibur Publishing,0.0,0.05,0.0,0.01,0.06,PC
Angelique Trois,PS2,2000,Adventure,Tecmo Koei,0.0,0.0,0.06,0.0,0.06,PlayStation
Dreamer Series: Babysitter,DS,2009,Simulation,Deep Silver,0.05,0.0,0.0,0.0,0.06,Nintendo
Diva Girls: Divas on Ice,DS,2009,Sports,505 Games,0.05,0.0,0.0,0.0,0.06,Nintendo
Dance Dance Revolution: Mario Mix (JP sales),GC,2005,Simulation,Nintendo,0.0,0.0,0.05,0.0,0.06,Nintendo
A-Train 6,PS2,2000,Strategy,Midas Interactive Entertainment,0.0,0.0,0.06,0.0,0.06,PlayStation
Meitantei Conan: Tantei Ryoku Trainer,DS,2007,Misc,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,Nintendo
MotoGP,GBA,2002,Racing,THQ,0.04,0.01,0.0,0.0,0.06,Nintendo
ESPN International Winter Sports 2002,PS2,2002,Sports,Konami Digital Entertainment,0.03,0.02,0.0,0.01,0.06,PlayStation
"Tennis no Oji-Sama: Doubles no Oji-Sama - Girls, Be Gracious!",DS,2009,Sports,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06,Nintendo
KimiKiss (ebKore+),PS2,2008,Adventure,Enterbrain,0.0,0.0,0.06,0.0,0.06,PlayStation
Gold and Glory: The Road to El Dorado,PS,2000,Adventure,Ubisoft,0.03,0.02,0.0,0.0,0.06,PlayStation
NBA Live 07,XB,2006,Sports,Electronic Arts,0.04,0.01,0.0,0.0,0.06,Xbox
Choro Q Marine: Q Boat,PS,1998,Racing,Takara,0.0,0.0,0.05,0.0,0.06,PlayStation
GunPey,PSP,2006,Puzzle,Atari,0.05,0.0,0.0,0.01,0.06,PlayStation
BattleBots: Beyond the BattleBox,GBA,2002,Action,Vivendi Games,0.04,0.01,0.0,0.0,0.06,Nintendo
MX vs. ATV Supercross Encore,PS4,2015,Sports,Nordic Games,0.0,0.05,0.0,0.01,0.06,PlayStation
Yuugen Gaisha Brave Company,3DS,2011,Strategy,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,Nintendo
Mighty Beanz: Pocket Puzzles,GBA,2004,Puzzle,Majesco Entertainment,0.04,0.01,0.0,0.0,0.06,Nintendo
Ken to Mahou to Gakuen Mono. 3D,3DS,2011,Role-Playing,Acquire,0.0,0.0,0.06,0.0,0.06,Nintendo
History Great Empires: Rome,DS,2009,Strategy,Black Bean Games,0.05,0.0,0.0,0.0,0.06,Nintendo
The King of Fighters '96,NG,1996,Fighting,SNK,0.0,0.0,0.06,0.0,0.06,Other
Friends: The One with All the Trivia,PS2,2005,Misc,Warner Bros. Interactive Entertainment,0.03,0.02,0.0,0.01,0.06,PlayStation
Mame Goma 2: Uchi no Ko ga Ichiban!,DS,2008,Simulation,Creative Core,0.0,0.0,0.06,0.0,0.06,Nintendo
Backyard NFL Football '08,PS2,2007,Sports,Atari,0.03,0.02,0.0,0.01,0.06,PlayStation
Coraline,Wii,2009,Action,D3Publisher,0.05,0.0,0.0,0.0,0.06,Nintendo
Gunbird,SAT,1995,Shooter,Atlus,0.0,0.0,0.06,0.0,0.06,Sega
Imagine: Party Planner,DS,2009,Simulation,Ubisoft,0.05,0.0,0.0,0.0,0.06,Nintendo
Dream C Club Portable,PSP,2010,Simulation,D3Publisher,0.0,0.0,0.06,0.0,0.06,PlayStation
Tom Clancy's Rainbow Six 3,GC,2004,Shooter,Ubisoft,0.04,0.01,0.0,0.0,0.06,Nintendo
Elemental Gearbolt,PS,1997,Shooter,Sony Computer Entertainment,0.03,0.02,0.0,0.0,0.06,PlayStation
Space Chimps,DS,2008,Platform,Brash Entertainment,0.05,0.0,0.0,0.0,0.06,Nintendo
Tony Hawk's Pro Skater 5,PS3,2015,Sports,Activision,0.04,0.0,0.0,0.01,0.06,PlayStation
WWF Wrestlemania: The Arcade Game,PS,1995,Fighting,Acclaim Entertainment,0.03,0.02,0.0,0.0,0.06,PlayStation
Handball 16,PS4,2015,Sports,Bigben Interactive,0.0,0.05,0.0,0.01,0.06,PlayStation
Cabela's Big Game Hunter 2005 Adventures,GBA,2004,Sports,Activision,0.04,0.01,0.0,0.0,0.06,Nintendo
Grand Kingdom,PS4,2015,Role-Playing,Nippon Ichi Software,0.02,0.0,0.03,0.0,0.06,PlayStation
Mega Man 8 Anniversary Collector's Edition,SAT,1997,Platform,Capcom,0.0,0.0,0.06,0.0,0.06,Sega
V-Rally 3,PS2,2002,Racing,Atari,0.03,0.02,0.0,0.01,0.06,PlayStation
Nobunaga no Yabou: Souzou,PS4,2014,Strategy,Tecmo Koei,0.0,0.0,0.06,0.0,0.06,PlayStation
Whiplash,XB,2003,Racing,Eidos Interactive,0.04,0.01,0.0,0.0,0.06,Xbox
Pro Yakyuu Famista 2011,3DS,2011,Sports,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,Nintendo
Impact Racing,PS,1996,Racing,JVC,0.03,0.02,0.0,0.0,0.06,PlayStation
My Horse & Me: Riding for Gold,Wii,2008,Sports,Atari,0.04,0.02,0.0,0.0,0.06,Nintendo
Sled Shred featuring the Jamaican Bobsled Team,Wii,2010,Sports,SouthPeak Games,0.05,0.0,0.0,0.0,0.06,Nintendo
Amazing Island,GC,2004,Strategy,Sega,0.04,0.01,0.0,0.0,0.06,Nintendo
SeaBlade,XB,2002,Shooter,TDK Mediactive,0.04,0.01,0.0,0.0,0.06,Xbox
Jikkyou Powerful Pro Yakyuu DreamCast Edition,DC,2000,Sports,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06,Sega
Carmen Sandiego: The Secret of the Stolen Drums,PS2,2004,Action,BAM! Entertainment,0.03,0.02,0.0,0.01,0.06,PlayStation
Tokyo Mono Harashi: Karasu no Mori Gakuen Kitan,PSP,2010,Role-Playing,Atlus,0.0,0.0,0.06,0.0,0.06,PlayStation
Activision Hits: Remixed,PSP,2006,Misc,Activision,0.05,0.0,0.0,0.0,0.06,PlayStation
Death Jr. II: Root of Evil,PSP,2006,Platform,Konami Digital Entertainment,0.05,0.0,0.0,0.0,0.06,PlayStation
Hail to the Chimp,X360,2008,Misc,Gamecock,0.05,0.0,0.0,0.0,0.06,Xbox
MotoGP 4 - Official Game of MotoGP,PS2,2005,Racing,Sony Computer Entertainment,0.03,0.02,0.0,0.01,0.06,PlayStation
Legend of Kay,WiiU,2015,Action,Nordic Games,0.03,0.02,0.0,0.0,0.05,Nintendo
Kyoukai Senjou no Horizon Portable,PSP,2013,Adventure,Kadokawa Shoten,0.0,0.0,0.05,0.0,0.05,PlayStation
4 Elements,PC,2009,Puzzle,Mastertronic,0.0,0.04,0.0,0.01,0.05,PC
Shining Force III: Scenario 2,SAT,1998,Strategy,Sega,0.0,0.0,0.05,0.0,0.05,Sega
Airline Tycoon 2,PC,2011,Simulation,Kalypso Media,0.0,0.04,0.0,0.01,0.05,PC
Worms World Party,GBA,2002,Strategy,Ubisoft,0.04,0.01,0.0,0.0,0.05,Nintendo
Medabots: Metabee,GBA,2002,Role-Playing,Natsume,0.04,0.01,0.0,0.0,0.05,Nintendo
